,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
333,86976,4,4,1
334,86978,4,4,1
335,86983,4,4,1
336,87002,4,4,1
337,87006,4,4,1
338,87030,4,4,1
339,87060,4,4,1
340,87069,4,4,1
341,87074,4,4,1
342,87125,4,4,1
343,87150,4,4,1
344,87155,4,4,1
345,87158,4,4,1
346,87172,4,4,1
347,87179,4,4,1
348,87181,4,4,1
349,87185,4,4,1
350,87208,4,4,1
351,87240,4,4,1
352,87243,4,3,0
353,87245,4,4,1
354,87265,4,4,1
355,87289,4,4,1
356,87295,4,0,0
357,87325,4,4,1
358,87345,4,4,1
359,87350,4,4,1
360,87356,4,4,1
361,87386,4,4,1
362,87390,4,4,1
363,87409,4,4,1
364,87424,4,4,1
365,87426,4,4,1
366,87430,4,4,1
367,87443,4,4,1
368,87478,4,4,1
369,87493,4,4,1
370,87514,4,4,1
371,87531,4,4,1
372,107842,4,4,1
373,107848,4,4,1
374,107873,4,4,1
375,107879,4,0,0
376,107905,4,4,1
377,107946,4,0,0
378,107952,4,4,1
379,107961,4,4,1
380,107970,4,0,0
381,107982,4,4,1
382,107995,4,4,1
383,108008,4,4,1
384,108068,4,4,1
385,108069,4,4,1
386,108078,4,4,1
387,108081,4,4,1
388,108085,4,4,1
389,108096,4,4,1
390,108116,4,4,1
391,108159,4,4,1
392,108161,4,4,1
393,108169,4,4,1
394,108170,4,4,1
395,108181,4,4,1
396,108189,4,4,1
397,108199,4,4,1
398,108217,4,4,1
399,108265,4,4,1
400,108271,4,4,1
401,108285,4,4,1
402,108288,4,2,0
403,108317,4,4,1
404,108326,4,4,1
405,108344,4,4,1
406,108369,4,4,1
407,108374,4,4,1
408,108403,4,4,1
409,108408,4,4,1
410,108435,4,4,1
411,108438,4,4,1
412,108467,4,4,1
413,108473,4,4,1
414,108489,4,4,1
415,108492,4,4,1
416,108501,4,4,1
417,108537,4,4,1
418,108551,4,4,1
419,108569,4,4,1
420,108583,4,4,1
421,108601,4,4,1
422,108611,4,4,1
423,108619,4,0,0
424,108620,4,4,1
425,108654,4,4,1
426,108661,4,4,1
427,108680,4,4,1
428,108692,4,4,1
429,108700,4,0,0
430,108701,4,4,1
431,108742,4,4,1
432,108791,4,4,1
433,108803,4,4,1
434,108805,4,4,1
435,108810,4,4,1
436,108829,4,4,1
437,108912,4,4,1
438,108914,4,4,1
439,108937,4,4,1
440,108965,4,4,1
441,109025,4,4,1
442,109034,4,4,1
443,109043,4,4,1
444,109068,4,0,0
445,109093,4,4,1
446,109154,4,4,1
447,109173,4,0,0
448,109191,4,4,1
449,109245,4,4,1
450,109262,4,0,0
451,109289,4,4,1
452,109290,4,4,1
453,109291,4,4,1
454,109318,4,4,1
455,109349,4,4,1
456,109370,4,4,1
457,109375,4,1,0
458,109376,4,4,1
459,109378,4,4,1
460,109381,4,0,0
461,109390,4,4,1
462,109412,4,4,1
463,109438,4,4,1
