,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
186,75126,2,2,1
187,75127,2,2,1
188,75131,2,2,1
189,75132,2,2,1
190,75134,2,2,1
191,75135,2,2,1
192,75138,2,2,1
193,75139,2,1,0
194,75143,2,2,1
195,75144,2,2,1
196,75147,2,2,1
197,75151,2,2,1
198,75152,2,1,0
199,75153,2,2,1
200,75154,2,2,1
201,75155,2,2,1
202,75156,2,1,0
203,75162,2,2,1
204,75165,2,2,1
205,75166,2,2,1
206,75169,2,2,1
207,75170,2,2,1
208,75173,2,2,1
209,75175,2,2,1
210,75177,2,3,0
211,75179,2,2,1
212,75180,2,2,1
213,75188,2,2,1
214,75196,2,2,1
215,75200,2,2,1
216,75205,2,2,1
217,75206,2,2,1
218,75210,2,2,1
219,75211,2,2,1
220,75213,2,3,0
221,75220,2,2,1
222,75221,2,2,1
223,75226,2,2,1
224,75227,2,2,1
225,75229,2,2,1
226,75231,2,2,1
227,75232,2,2,1
228,75234,2,2,1
229,75236,2,2,1
230,75238,2,2,1
231,75241,2,2,1
232,75242,2,2,1
233,75243,2,2,1
234,75245,2,3,0
235,75246,2,3,0
236,75249,2,2,1
237,75250,2,2,1
238,75251,2,2,1
239,75252,2,2,1
240,75254,2,2,1
241,75256,2,2,1
242,75258,2,3,0
243,75260,2,3,0
244,75262,2,2,1
245,75263,2,2,1
246,75266,2,2,1
247,75267,2,2,1
248,75268,2,2,1
249,75269,2,2,1
250,75275,2,2,1
251,75277,2,2,1
252,75278,2,2,1
253,75284,2,2,1
254,75285,2,2,1
255,75288,2,2,1
256,75289,2,2,1
257,75291,2,2,1
258,75292,2,2,1
259,75294,2,2,1
260,75297,2,2,1
261,75298,2,2,1
262,75302,2,2,1
263,75303,2,2,1
264,75304,2,2,1
265,75305,2,2,1
266,75307,2,2,1
267,75309,2,2,1
268,75310,2,2,1
269,75316,2,2,1
270,75317,2,0,0
271,75318,2,2,1
272,75323,2,2,1
273,75326,2,2,1
274,75327,2,2,1
275,75331,2,2,1
276,75332,2,2,1
277,75333,2,2,1
278,75334,2,2,1
279,75341,2,2,1
280,75343,2,2,1
281,75345,2,2,1
282,75346,2,2,1
283,75347,2,2,1
284,75348,2,2,1
285,75349,2,2,1
286,75350,2,2,1
287,75351,2,2,1
288,75352,2,2,1
289,75353,2,2,1
290,75356,2,2,1
291,75357,2,2,1
292,75358,2,2,1
293,75360,2,2,1
294,75362,2,2,1
295,75366,2,2,1
296,75367,2,2,1
297,75368,2,2,1
298,75374,2,2,1
299,75375,2,2,1
300,75386,2,3,0
301,75389,2,2,1
302,75391,2,2,1
303,75393,2,2,1
304,75395,2,2,1
305,75398,2,2,1
306,75399,2,2,1
307,75401,2,2,1
308,75402,2,2,1
309,75403,2,2,1
310,75404,2,2,1
311,75405,2,2,1
312,75406,2,2,1
313,75410,2,2,1
314,75412,2,2,1
315,75416,2,2,1
316,75419,2,2,1
317,75421,2,2,1
318,75428,2,2,1
319,75430,2,2,1
320,75432,2,2,1
321,75437,2,2,1
322,75439,2,2,1
323,75440,2,2,1
324,75445,2,2,1
325,75446,2,2,1
326,75447,2,2,1
327,75449,2,2,1
328,75450,2,2,1
329,75451,2,2,1
330,75454,2,2,1
331,75455,2,2,1
332,75458,2,2,1
333,75459,2,1,0
334,75460,2,2,1
335,75462,2,2,1
336,75465,2,2,1
337,75467,2,2,1
338,75468,2,2,1
339,75470,2,2,1
340,75475,2,2,1
341,75476,2,2,1
342,75477,2,2,1
343,75478,2,3,0
344,75479,2,2,1
345,75481,2,2,1
346,75482,2,2,1
347,75484,2,2,1
348,75488,2,2,1
349,75491,2,2,1
350,75498,2,2,1
351,75499,2,2,1
352,75502,2,2,1
353,75504,2,2,1
354,75507,2,2,1
355,75508,2,2,1
356,75509,2,2,1
357,75513,2,2,1
358,75519,2,2,1
359,75520,2,2,1
360,75524,2,2,1
361,75526,2,2,1
362,75528,2,2,1
363,75530,2,2,1
364,75534,2,2,1
365,75545,2,2,1
366,75546,2,2,1
367,75548,2,2,1
368,75550,2,2,1
369,75551,2,2,1
370,75554,2,2,1
371,75555,2,2,1
372,75556,2,2,1
373,75557,2,2,1
374,75560,2,2,1
375,75563,2,0,0
376,75564,2,2,1
377,75568,2,2,1
378,75569,2,2,1
379,75570,2,2,1
380,75572,2,2,1
381,75574,2,2,1
382,75575,2,2,1
383,75576,2,2,1
384,75577,2,2,1
385,75579,2,2,1
386,75580,2,2,1
387,75581,2,2,1
388,75584,2,2,1
389,75585,2,4,0
390,75591,2,2,1
391,75593,2,2,1
392,75594,2,2,1
393,75597,2,2,1
394,75599,2,2,1
395,75603,2,2,1
396,75604,2,2,1
397,75609,2,2,1
398,75611,2,2,1
399,75613,2,2,1
400,75625,2,3,0
401,75627,2,2,1
402,75629,2,2,1
403,75632,2,2,1
404,75634,2,2,1
405,75642,2,2,1
406,75644,2,2,1
407,75657,2,2,1
408,75658,2,1,0
409,75661,2,2,1
410,75665,2,2,1
411,75666,2,2,1
412,75668,2,2,1
413,75669,2,1,0
414,75670,2,2,1
415,75671,2,2,1
416,75674,2,2,1
417,75678,2,1,0
418,75679,2,2,1
419,75687,2,2,1
420,75688,2,2,1
421,75693,2,2,1
422,75694,2,2,1
423,75697,2,2,1
424,75707,2,1,0
425,75708,2,2,1
426,75709,2,1,0
427,75710,2,2,1
428,75713,2,2,1
429,75715,2,2,1
430,75717,2,3,0
431,75720,2,2,1
432,75730,2,2,1
433,75731,2,3,0
434,75733,2,2,1
435,75736,2,2,1
436,75740,2,2,1
437,75741,2,2,1
438,75744,2,2,1
439,75745,2,1,0
440,75746,2,2,1
441,75752,2,3,0
442,75757,2,2,1
443,75758,2,2,1
444,75759,2,2,1
445,75763,2,2,1
446,75764,2,2,1
447,75767,2,2,1
448,75770,2,2,1
449,75772,2,2,1
450,75774,2,2,1
451,75775,2,1,0
452,75778,2,2,1
453,75785,2,2,1
454,75787,2,2,1
455,75789,2,2,1
456,75790,2,2,1
457,75792,2,2,1
458,75795,2,2,1
459,75796,2,2,1
460,75797,2,2,1
461,75805,2,2,1
462,75807,2,3,0
463,75810,2,2,1
464,75812,2,2,1
465,75816,2,2,1
466,75819,2,2,1
467,75820,2,2,1
468,75822,2,2,1
469,75823,2,2,1
470,75828,2,2,1
471,75830,2,2,1
472,75831,2,2,1
473,75835,2,2,1
474,75836,2,2,1
475,75839,2,0,0
476,75843,2,2,1
477,75849,2,2,1
478,75850,2,2,1
479,75855,2,1,0
480,75859,2,2,1
481,75860,2,2,1
482,75861,2,2,1
483,75862,2,2,1
484,75864,2,3,0
485,75866,2,2,1
486,75869,2,2,1
487,75871,2,2,1
488,75877,2,2,1
489,75878,2,2,1
490,75879,2,2,1
491,75881,2,2,1
492,75882,2,2,1
493,75883,2,2,1
494,75888,2,2,1
495,75889,2,2,1
496,75890,2,2,1
497,75891,2,2,1
498,75892,2,2,1
499,75893,2,2,1
500,75895,2,2,1
501,75896,2,2,1
502,75899,2,2,1
503,75900,2,2,1
504,75902,2,2,1
505,75903,2,2,1
506,75906,2,2,1
507,75907,2,2,1
508,75908,2,2,1
509,75909,2,2,1
510,75912,2,2,1
511,75914,2,2,1
512,75915,2,2,1
513,75917,2,2,1
514,75919,2,2,1
515,75921,2,2,1
516,75922,2,2,1
517,75923,2,2,1
518,75925,2,2,1
519,75928,2,2,1
520,75930,2,2,1
521,75931,2,2,1
522,75933,2,2,1
523,75934,2,2,1
524,75935,2,2,1
525,75937,2,2,1
526,75938,2,2,1
527,75942,2,2,1
528,75943,2,2,1
529,75945,2,2,1
530,75946,2,2,1
531,75947,2,1,0
532,75948,2,2,1
533,75951,2,2,1
534,75952,2,2,1
535,75953,2,2,1
536,75958,2,2,1
537,75959,2,2,1
538,75965,2,2,1
539,75966,2,2,1
540,75967,2,2,1
541,75968,2,2,1
542,75973,2,2,1
543,75978,2,2,1
544,75981,2,2,1
545,75982,2,2,1
546,75986,2,2,1
547,75987,2,2,1
548,75990,2,3,0
549,75992,2,2,1
550,75997,2,2,1
551,75999,2,2,1
552,76001,2,2,1
553,76002,2,2,1
554,76003,2,2,1
555,76004,2,2,1
556,76009,2,2,1
557,76011,2,2,1
558,76013,2,2,1
559,76018,2,2,1
560,76020,2,2,1
561,76025,2,2,1
562,76027,2,2,1
563,76030,2,2,1
564,76031,2,2,1
565,76033,2,2,1
566,76035,2,2,1
567,76036,2,2,1
568,76039,2,2,1
569,76041,2,2,1
570,76042,2,1,0
571,76046,2,2,1
572,76047,2,2,1
573,76048,2,2,1
574,76050,2,2,1
575,76052,2,2,1
576,76053,2,2,1
577,76055,2,2,1
578,76056,2,2,1
579,76057,2,2,1
580,76060,2,2,1
581,76061,2,2,1
582,76063,2,2,1
583,76065,2,2,1
584,76066,2,2,1
585,76067,2,2,1
586,76069,2,2,1
587,76072,2,2,1
588,76075,2,2,1
589,76076,2,2,1
590,76077,2,2,1
591,76081,2,2,1
592,76084,2,2,1
593,76086,2,2,1
594,76088,2,2,1
595,76090,2,2,1
596,76095,2,2,1
597,76096,2,2,1
598,76097,2,2,1
599,76100,2,2,1
600,76102,2,2,1
601,76103,2,2,1
602,76104,2,2,1
603,76106,2,2,1
604,76108,2,2,1
605,76112,2,2,1
606,76114,2,2,1
607,76116,2,2,1
608,76118,2,2,1
609,76120,2,2,1
610,76123,2,2,1
611,76124,2,2,1
612,76125,2,2,1
613,76127,2,2,1
614,76129,2,2,1
615,76131,2,3,0
616,76132,2,2,1
617,76134,2,2,1
618,76135,2,2,1
619,76139,2,2,1
620,76141,2,2,1
621,76143,2,2,1
622,76145,2,2,1
623,76146,2,2,1
624,76159,2,2,1
625,76160,2,2,1
626,76161,2,2,1
627,76166,2,2,1
628,76167,2,2,1
629,76169,2,2,1
630,76170,2,2,1
631,76175,2,2,1
632,76179,2,2,1
633,76180,2,2,1
634,76181,2,2,1
635,76183,2,2,1
636,76184,2,2,1
637,76185,2,2,1
638,76187,2,2,1
639,76188,2,2,1
640,76189,2,0,0
641,76190,2,2,1
642,76192,2,2,1
643,76194,2,2,1
644,76197,2,2,1
645,76199,2,1,0
646,76200,2,2,1
647,76201,2,2,1
648,76202,2,2,1
649,76205,2,2,1
650,76208,2,2,1
651,76210,2,2,1
652,76212,2,2,1
653,76214,2,2,1
654,76216,2,2,1
655,76217,2,3,0
656,76218,2,2,1
657,76219,2,2,1
658,76222,2,2,1
659,76223,2,1,0
660,76226,2,2,1
661,76227,2,2,1
662,76229,2,2,1
663,76234,2,2,1
664,76238,2,2,1
665,76239,2,2,1
666,76240,2,2,1
667,76252,2,1,0
668,76253,2,2,1
669,76254,2,2,1
670,76258,2,2,1
671,76259,2,2,1
672,76260,2,2,1
673,76261,2,2,1
674,76264,2,2,1
675,76270,2,2,1
676,76271,2,2,1
677,76272,2,2,1
678,76277,2,2,1
679,76278,2,2,1
680,76279,2,2,1
681,76285,2,2,1
682,76292,2,2,1
683,76295,2,2,1
684,76296,2,2,1
685,76297,2,2,1
686,76299,2,2,1
687,76304,2,2,1
688,76305,2,2,1
689,76308,2,2,1
690,76310,2,2,1
691,76312,2,3,0
692,76317,2,3,0
693,76318,2,2,1
694,76320,2,2,1
695,76321,2,2,1
696,76322,2,2,1
697,76325,2,2,1
698,76328,2,2,1
699,76332,2,2,1
700,76333,2,2,1
701,76336,2,2,1
702,76338,2,2,1
703,76339,2,2,1
704,76341,2,2,1
705,76342,2,2,1
706,76344,2,2,1
707,76346,2,2,1
708,76349,2,2,1
709,76350,2,3,0
710,76352,2,2,1
711,76356,2,2,1
712,76357,2,2,1
713,76359,2,2,1
714,76363,2,2,1
715,76365,2,2,1
716,76370,2,2,1
717,76371,2,2,1
718,76378,2,2,1
719,76382,2,2,1
720,76389,2,2,1
721,76390,2,3,0
722,76391,2,2,1
723,76392,2,2,1
724,76394,2,2,1
725,76395,2,2,1
726,76396,2,2,1
727,76399,2,2,1
728,76402,2,2,1
729,76405,2,2,1
730,76409,2,2,1
731,76413,2,2,1
732,76414,2,2,1
733,76416,2,1,0
734,76417,2,2,1
735,76423,2,2,1
736,76425,2,2,1
737,76426,2,2,1
738,76428,2,2,1
739,76429,2,2,1
740,76431,2,3,0
741,76433,2,2,1
742,76440,2,2,1
743,76445,2,3,0
744,76446,2,2,1
745,76447,2,2,1
746,76449,2,2,1
747,76452,2,2,1
748,76453,2,2,1
749,76454,2,2,1
750,76460,2,2,1
751,76463,2,2,1
752,76467,2,2,1
753,76468,2,2,1
754,76469,2,3,0
755,76471,2,3,0
756,76473,2,2,1
757,76474,2,2,1
758,76475,2,2,1
759,76483,2,2,1
760,76486,2,2,1
761,76488,2,3,0
762,76492,2,2,1
763,76495,2,2,1
764,76496,2,2,1
765,76497,2,2,1
766,76498,2,2,1
767,76500,2,2,1
768,76503,2,2,1
769,76504,2,2,1
770,76506,2,2,1
771,76508,2,2,1
772,76509,2,2,1
773,76511,2,2,1
774,76512,2,2,1
775,76515,2,2,1
776,76516,2,2,1
777,76517,2,0,0
778,76519,2,2,1
779,76524,2,2,1
780,76527,2,2,1
781,76530,2,2,1
782,76531,2,2,1
783,76533,2,2,1
784,76534,2,3,0
785,76535,2,2,1
786,76537,2,2,1
787,76538,2,2,1
788,76539,2,3,0
789,76544,2,2,1
790,76547,2,1,0
791,76548,2,2,1
792,76549,2,2,1
793,76550,2,2,1
794,76552,2,2,1
795,76553,2,2,1
796,76554,2,3,0
797,76555,2,2,1
798,76559,2,2,1
799,76567,2,2,1
800,76571,2,2,1
801,76572,2,2,1
802,76573,2,2,1
803,76576,2,2,1
804,76579,2,2,1
805,76583,2,2,1
806,76586,2,2,1
807,76588,2,2,1
808,76590,2,2,1
809,76591,2,3,0
810,76592,2,4,0
811,76593,2,2,1
812,76594,2,2,1
813,76596,2,2,1
814,76598,2,2,1
815,76601,2,2,1
816,76602,2,2,1
817,76606,2,2,1
818,76609,2,2,1
819,76612,2,2,1
820,76613,2,2,1
821,76614,2,3,0
822,76615,2,2,1
823,76616,2,2,1
824,76618,2,2,1
825,76620,2,2,1
826,76621,2,0,0
827,76622,2,2,1
828,76624,2,2,1
829,76625,2,2,1
830,76633,2,2,1
831,76636,2,2,1
832,76637,2,2,1
833,76638,2,2,1
834,76639,2,2,1
835,76641,2,2,1
836,76642,2,2,1
837,76646,2,2,1
838,76647,2,2,1
839,76648,2,2,1
840,76653,2,2,1
841,76655,2,3,0
842,76657,2,2,1
843,76659,2,2,1
844,76663,2,2,1
845,76664,2,2,1
846,76666,2,2,1
847,76670,2,2,1
848,76671,2,2,1
849,76674,2,2,1
850,76679,2,2,1
851,76680,2,2,1
852,76683,2,2,1
853,76684,2,2,1
854,76685,2,2,1
855,76686,2,2,1
856,76687,2,2,1
857,76693,2,2,1
858,76694,2,2,1
859,76695,2,2,1
860,76696,2,2,1
861,76698,2,2,1
862,76700,2,2,1
863,76704,2,2,1
864,76707,2,2,1
865,76710,2,2,1
866,76711,2,2,1
867,76712,2,2,1
868,76715,2,2,1
869,76716,2,2,1
870,76720,2,2,1
871,76722,2,2,1
872,76724,2,2,1
873,76725,2,2,1
874,76726,2,2,1
875,76728,2,2,1
876,76732,2,2,1
877,76735,2,2,1
878,76738,2,2,1
879,76742,2,2,1
880,76743,2,2,1
881,76746,2,2,1
882,76748,2,2,1
883,76751,2,3,0
884,76754,2,2,1
885,76755,2,2,1
886,76761,2,2,1
887,76763,2,0,0
888,76766,2,2,1
889,76767,2,2,1
890,76769,2,2,1
891,76775,2,2,1
892,76776,2,2,1
893,76777,2,2,1
894,76780,2,2,1
895,76782,2,2,1
896,76783,2,2,1
897,76784,2,2,1
898,76785,2,3,0
899,76786,2,2,1
900,76789,2,2,1
901,76792,2,2,1
902,76794,2,2,1
903,76803,2,3,0
904,76804,2,2,1
905,76806,2,2,1
906,76808,2,2,1
907,76810,2,2,1
908,76815,2,2,1
909,76817,2,2,1
910,76818,2,2,1
911,76821,2,2,1
912,76822,2,2,1
913,76823,2,2,1
914,76827,2,2,1
915,76828,2,0,0
916,76829,2,3,0
917,76830,2,2,1
918,76832,2,1,0
919,76833,2,2,1
920,76835,2,2,1
921,76836,2,2,1
922,76837,2,2,1
923,76838,2,2,1
924,76840,2,2,1
925,76842,2,2,1
926,76845,2,2,1
927,76846,2,2,1
928,76849,2,2,1
929,76853,2,2,1
930,76860,2,0,0
931,76861,2,2,1
932,76862,2,2,1
933,76868,2,2,1
934,76872,2,2,1
935,76873,2,2,1
936,76876,2,2,1
937,76877,2,2,1
938,76880,2,2,1
939,76888,2,0,0
940,76889,2,2,1
941,76891,2,2,1
942,76900,2,2,1
943,76903,2,2,1
944,76904,2,2,1
945,76905,2,2,1
946,76907,2,2,1
947,76908,2,2,1
948,76909,2,2,1
949,76910,2,2,1
950,76912,2,2,1
951,76914,2,2,1
952,76927,2,3,0
953,76929,2,2,1
954,76930,2,2,1
955,76933,2,2,1
956,76934,2,2,1
957,76936,2,2,1
958,76937,2,2,1
959,76938,2,2,1
960,76940,2,2,1
961,76941,2,2,1
962,76942,2,2,1
963,76951,2,2,1
964,76953,2,2,1
965,76954,2,2,1
966,76955,2,2,1
967,76960,2,2,1
968,76961,2,2,1
969,76963,2,2,1
970,76964,2,2,1
971,76965,2,2,1
972,76966,2,2,1
973,76968,2,2,1
974,76969,2,2,1
975,76971,2,2,1
976,76973,2,2,1
977,76974,2,2,1
978,76975,2,2,1
979,76976,2,2,1
980,76977,2,2,1
981,76982,2,2,1
982,76985,2,2,1
983,76986,2,3,0
984,76990,2,2,1
985,76992,2,2,1
986,76995,2,2,1
987,76997,2,2,1
988,76998,2,2,1
989,77000,2,2,1
990,77001,2,2,1
991,77002,2,2,1
992,77004,2,2,1
993,77005,2,2,1
994,77007,2,2,1
995,77010,2,4,0
996,77011,2,2,1
997,77013,2,2,1
998,77014,2,2,1
999,77016,2,1,0
1000,77022,2,2,1
1001,77024,2,2,1
1002,77025,2,2,1
1003,77026,2,1,0
1004,77027,2,2,1
1005,77028,2,3,0
1006,77029,2,2,1
1007,77034,2,2,1
1008,77035,2,1,0
1009,77038,2,2,1
1010,77039,2,2,1
1011,77040,2,2,1
1012,77041,2,2,1
1013,77048,2,2,1
1014,77049,2,2,1
1015,77050,2,2,1
1016,77052,2,2,1
1017,77053,2,2,1
1018,77057,2,2,1
1019,77060,2,2,1
1020,77062,2,2,1
1021,77063,2,2,1
1022,77064,2,2,1
1023,77066,2,2,1
1024,77073,2,3,0
1025,77077,2,2,1
1026,77079,2,2,1
1027,77082,2,2,1
1028,77083,2,2,1
1029,77084,2,2,1
1030,77089,2,2,1
1031,77090,2,2,1
1032,77092,2,2,1
1033,77097,2,2,1
1034,77098,2,2,1
1035,77102,2,2,1
1036,77103,2,2,1
1037,77104,2,2,1
1038,77107,2,2,1
1039,77108,2,2,1
1040,77109,2,2,1
1041,77111,2,2,1
1042,77112,2,2,1
1043,77117,2,2,1
1044,77121,2,2,1
1045,77122,2,2,1
1046,77123,2,1,0
1047,77125,2,2,1
1048,77127,2,2,1
1049,77128,2,2,1
1050,77129,2,2,1
1051,77131,2,2,1
1052,77134,2,2,1
1053,77141,2,2,1
1054,77145,2,2,1
1055,77146,2,2,1
1056,77148,2,3,0
1057,77149,2,2,1
1058,77150,2,2,1
1059,77151,2,2,1
1060,77153,2,2,1
1061,77155,2,2,1
1062,77156,2,2,1
1063,77157,2,2,1
1064,77158,2,2,1
1065,77161,2,2,1
1066,77163,2,2,1
1067,77164,2,2,1
1068,77165,2,2,1
1069,77167,2,2,1
1070,77169,2,2,1
1071,77170,2,2,1
1072,77171,2,2,1
1073,77173,2,2,1
1074,77174,2,2,1
1075,77175,2,2,1
1076,77176,2,2,1
1077,77177,2,2,1
1078,77178,2,2,1
1079,77183,2,2,1
1080,77186,2,2,1
1081,77189,2,2,1
1082,77190,2,2,1
1083,77194,2,2,1
1084,77195,2,2,1
1085,77197,2,2,1
1086,77198,2,2,1
1087,77199,2,2,1
1088,77200,2,2,1
1089,77201,2,2,1
1090,77205,2,2,1
1091,77206,2,2,1
1092,77207,2,2,1
1093,77208,2,2,1
1094,77211,2,2,1
1095,77212,2,2,1
1096,77213,2,2,1
1097,77215,2,2,1
1098,77216,2,2,1
1099,77217,2,2,1
1100,77218,2,2,1
1101,77219,2,2,1
1102,77221,2,2,1
1103,77222,2,2,1
1104,77224,2,2,1
1105,77228,2,2,1
1106,77230,2,2,1
1107,77234,2,2,1
1108,77235,2,2,1
1109,77238,2,3,0
1110,77240,2,2,1
1111,77243,2,2,1
1112,77244,2,2,1
1113,77247,2,2,1
1114,77250,2,2,1
1115,77257,2,2,1
1116,77259,2,2,1
1117,77261,2,2,1
1118,77262,2,2,1
1119,77263,2,2,1
1120,77264,2,2,1
1121,77265,2,2,1
1122,77270,2,2,1
1123,77271,2,2,1
1124,77277,2,2,1
1125,77280,2,2,1
1126,77284,2,2,1
1127,77286,2,2,1
1128,77289,2,2,1
1129,77291,2,2,1
1130,77292,2,2,1
1131,77293,2,2,1
1132,77297,2,2,1
1133,77302,2,2,1
1134,77306,2,3,0
1135,77315,2,0,0
1136,77319,2,2,1
1137,77321,2,2,1
1138,77322,2,2,1
1139,77324,2,2,1
1140,77325,2,2,1
1141,77329,2,2,1
1142,77330,2,2,1
1143,77332,2,2,1
1144,77334,2,2,1
1145,77339,2,2,1
1146,77344,2,2,1
1147,77346,2,2,1
1148,77348,2,2,1
1149,77350,2,2,1
1150,77351,2,0,0
1151,77352,2,2,1
1152,77354,2,2,1
1153,77355,2,2,1
1154,77356,2,2,1
1155,77362,2,2,1
1156,77367,2,2,1
1157,77369,2,2,1
1158,77370,2,2,1
1159,77371,2,2,1
1160,77373,2,2,1
1161,77378,2,2,1
1162,77379,2,2,1
1163,77381,2,2,1
1164,77382,2,1,0
1165,77383,2,2,1
1166,77384,2,0,0
1167,77385,2,2,1
1168,77388,2,2,1
1169,77389,2,2,1
1170,77395,2,2,1
1171,77396,2,2,1
1172,77401,2,2,1
1173,77402,2,2,1
1174,77403,2,2,1
1175,77405,2,2,1
1176,77408,2,2,1
1177,77411,2,2,1
1178,77412,2,2,1
1179,77413,2,0,0
1180,77414,2,1,0
1181,77416,2,2,1
1182,77417,2,2,1
1183,77419,2,2,1
1184,77421,2,2,1
1185,77422,2,2,1
1186,77423,2,2,1
1187,77425,2,3,0
1188,77429,2,2,1
1189,77430,2,2,1
1190,77433,2,2,1
1191,77436,2,2,1
1192,77439,2,2,1
1193,77445,2,2,1
1194,77446,2,2,1
1195,77447,2,2,1
1196,77449,2,2,1
1197,77454,2,2,1
1198,77455,2,2,1
1199,77462,2,2,1
1200,77464,2,2,1
1201,77465,2,2,1
1202,77468,2,2,1
1203,77470,2,2,1
1204,77472,2,2,1
1205,77473,2,2,1
1206,77476,2,1,0
1207,77478,2,2,1
1208,77481,2,2,1
1209,77482,2,2,1
1210,77483,2,2,1
1211,77485,2,2,1
1212,77487,2,0,0
1213,77488,2,1,0
1214,77491,2,2,1
1215,77492,2,2,1
1216,77493,2,2,1
1217,77495,2,2,1
1218,77496,2,2,1
1219,77503,2,2,1
1220,77505,2,2,1
1221,77507,2,2,1
1222,77508,2,2,1
1223,77510,2,2,1
1224,77512,2,2,1
1225,77518,2,2,1
1226,77519,2,2,1
1227,77521,2,2,1
1228,77522,2,2,1
1229,77523,2,2,1
1230,77525,2,2,1
1231,77526,2,2,1
1232,77527,2,2,1
1233,77529,2,2,1
1234,77530,2,2,1
1235,77533,2,2,1
1236,77540,2,2,1
1237,77542,2,2,1
1238,77545,2,2,1
1239,77548,2,2,1
1240,77549,2,2,1
1241,77551,2,2,1
1242,77552,2,2,1
1243,77553,2,2,1
